,Tweet
296,"Tech trekking - digitally!     On Friday our students spent the day virtually in Austin, TX, meeting with alumni from tech giants like @Amazon and @Facebook.     Pictured: #UBMgt students with Courtney Weir, BS/MBA ‘18, senior material planner at Tesla.    #UBMBA #UBuffalo https://t.co/vRv7qMTCB5'"
297,We can’t wait to see you at the Professional MBA Virtual Student Panel Discussion! There is still time to register:  https://t.co/ojkMmA97Pi  #UBMgt #PMBA https://t.co/jrNQmVdd6y'
298,"Check out our latest blog post where you can get to know the MS in Finance faculty director, Sudhir Suchak, in a more personal light.    https://t.co/iJWeufqNVu    #UBuffalo #UBMgt #meetthefaculty https://t.co/nHIhXV0PJR'"
299,"Building business: Three of our alumni entrepreneurs recently shared their startup insights at @BuffaloInno's State of Innovation event.    Read why they founded startups instead of pursuing other, more traditional careers:  https://t.co/PLrzC5UjhB    #UBMgt #UBMBA #UBuffalo"
300,What makes UB unique? When do I need to apply? What should I write about in my essays? Let us answer all your questions through an upcoming information session.    https://t.co/0ZdSDnc6lo    #UBMBA #UBMgt #InfoSession https://t.co/7LTrBh36mm'
301,"Data mining the past! 💻📜     Old newspapers provide a window into a bygone era, and a new #UBMgt algorithm is helping turn those historic documents into useful, searchable data.    https://t.co/E23xgSGR5K    #UBMgt #UBuffalo #BigData #History'"
302,What makes the #UBuffalo PMBA program so distinctive? Current student Emily Kaufmann reveals that #professors are at the center of making the program #flexible for students with complex schedules.    #UBMgt #PMBA #gradschool #hybrid https://t.co/svladvODG6'
303,"Mark your calendars for the School of Management’s virtual panel discussion around Diversity, Equity and Inclusion.     Wednesday, November 3 at 6:30 p.m. via Zoom    https://t.co/78jPFG7od6     #UBuffalo #UBMgt #Diversity #PanelDiscussion https://t.co/QFUmflAH1K'"
304,Not sure how our PMBA program works with your busy schedule? Experience a sample class and understand what makes the UB PMBA stand out. Register here:    https://t.co/90xDLiIOsv    #UBPMBA #ClassVisit #UBMgt https://t.co/boyamxqH90'
305,"Health care in 2022—and beyond!    Friday, Oct. 29  12:30-2 p.m. Eastern    Join us for a discussion on where health care is heading as the pandemic propels WNY’s health care providers towards a whole new reality.    Info/register: https://t.co/idQZFCEPL9    #UBMgt #UBuffalo #healthcare https://t.co/dGFnD3qq4G'"
306,"Later this month, Sahn-Wook Huh, associate professor of finance, will travel to @Carleton_U where he will hold the Fulbright Canada Distinguished Research Chair in Entrepreneurship.    Congratulations, Professor Huh! Read more: https://t.co/kGFk5cwYQn    #UBMgt #UBuffalo https://t.co/JMJmEMIvVD'"
307,Have you ever wondered how our graduates successfully balanced the Professional MBA program with their professional and personal lives? Now is your chance to join the discussion! Register today for the virtual student panel discussion.  https://t.co/JA49lpIViV  #UBMgt #PMBA https://t.co/OLguZk8kDj'
308,"The best of the best! 🏆🤘    Congratulations to Joseph Mannarino, MBA '90, and his company, Buffalo Construction Consultants, on taking top honors in the inaugural Fast 64 competition:       https://t.co/U4QVIZxIuW    #UBMgt #UBMBA #UBuffalo https://t.co/1HfcJDUSzy"
309,"Mental health is highlighted today and is important every day. Click here to look through UB’s wide variety of help services, available to all UB students.     https://t.co/WM445dcLy0    #MentalHealth  #Wellness  #UBuffalo  #UBMgt https://t.co/k4ua0EsvtV'"
310,"Meghan Wood, director of recruitment and admissions, offers some great tips in this three minute video to help you revise your resume to stand out in your application.     https://t.co/Dskv48hX5f    #UBMgt #MBA #resume #applicationtips #gradschool https://t.co/MVPqRooOcs'"
311,"Meghan Wood, director of recruitment and admissions, offers some great tips in this three minute video to help you revise your resume to stand out in your application.     https://t.co/XqOjEcZ8pW    #UBMgt #MBA #resume #applicationtips #gradschool https://t.co/VUbJ1U2LQz'"
312,"Congratulations to Michael E. Cain, MD, Thomas R. Quatroche Jr. and Mark A. Sullivan, co-recipients of this year’s Buffalo Niagara Executive of the Year award.     Learn more at: https://t.co/yg2eJwY0sG    #UBMgt #UBMBA #UBuffalo https://t.co/h6QPXmMv9Y'"
313,"We're starting off our new Professional MBA ambassador series with Grace Gerass, PMBA ’22. Hear what she has to say regarding common misconceptions about the program.     #UBMgt #UBuffalo #Business #UBPMBA https://t.co/xVlt7QNCzs"
314,"The first, but not the last! 🥇🎓    First-generation #UBMgt students demonstrate the life-changing value of education.    Here's their story: https://t.co/57rl8BTdKJ    #UBuffalo #UBFirstGen #UBMBA https://t.co/r2GBEXWS2q"
315,The Women Leading Business: Workplace Empowerment virtual event is quickly approaching! Be involved in the conversation and register today.    https://t.co/f1kbKnH3c5    #UBuffalo #UBMgt #VirtualEvents https://t.co/tkwAdRvuql'
316,The Women Leading Business: Workplace Empowerment virtual event is quickly approaching! Be involved in the conversation and register today.    https://t.co/25upVsmnQj    #UBuffalo #UBMgt #VirtualEvents https://t.co/kunPrzgsDX'
317,"Class visits give you an inside look at the classroom experience, allowing you to observe and meet our PMBA faculty and current students.  Register for an online class visit today!    https://t.co/KcUBP7XSXW    #UBPMBA #ClassVisit #UBMgt https://t.co/RpyfwAmzRZ'"
318,"Whether you're already considering the UB MBA or just beginning your journey of applying to MBA programs, our online information sessions are a great place to start. This is your opportunity to learn more.    https://t.co/SzW0tMu24d  #UBMBA #UBMgt #InfoSession https://t.co/DKRjpmskK8"
319,@UBuffalo @UBMBAandMS @UBPMBA @UB_EMBA Some photos from this afternoon's graduate ceremony! #UBClassof2020 #UBMgt #UBuffalo https://t.co/lbgdvUlI9x
320,"Here's a live look into today's commencement ceremony for the #UBClassOf2020. Congratulations, Bulls! 🤘 🎓    #UBMgt #UBuffalo https://t.co/Qiifr67IkR"
321,"Today is your day, #UBClassOf2020! Congratulations!    #UBMgt #UBuffalo https://t.co/9sC25u1Sfu'"
322,"Learn about how the PMBA can transform your career, while connecting with current student, faculty, staff and other potential PMBA students.  Wednesday, October 20  6:30 – 8:00 p.m. EST  Register today:  https://t.co/h3tLtHcDql  #UBMgt #PMBA https://t.co/jN7HG0V5Ye'"
323,"Beginning Oct. 11 (Indigenous Peoples Day), discover major Native and Haudenosaunee cultural concepts, discuss challenges to Native health and well-being, and learn about recent and emerging efforts to support community wellness.     https://t.co/5cNGJuKrGm     #UBMgt #UBuffalo'"
324,Growing like a weed: #UBMgt alumni and experts weigh in on the opportunities—and challenges—of the emerging marijuana industry: https://t.co/SDxHTKGTBR    #UBMBA #UBuffalo #Marijuana https://t.co/ZLEYH5k1bW'
325,Both personal and professional development are at the forefront of reasons why current #PMBA students Evan Sparks and Mariah Mekarski chose #UBuffalo for #gradschool.    #UBMgt #personaldevelopment #professionaldevelopment #youngprofessionals #networking https://t.co/rsn4VoXYr8'
326,"We are inviting you to the Women Leading Business online event! Connect with high-achieving female leaders and discuss important topics, all from the comfort of your own home.    Wednesday, October 6  Noon – 1:30 p.m. EST  Register today:     https://t.co/V8uOcnpkSD    #Ubuffalo #UBMgt https://t.co/IgcAVEylJX'"
327,"Check out our latest blog post where you can get to know the MSBA Faculty Director, Dominic Sellitto, in a more personal light.     https://t.co/431GpPat0Q    #UBuffalo #UBMgt #meetthefaculty https://t.co/gJaZnUqoBI'"
328,"Rather than trying to force people to do things, leaders should add an important skill to their arsenal: the ability to negotiate.    New insights for managers in our latest ""On Leadership"" blog post: https://t.co/uBVKCaGj5a    #UBMgt #UBuffalo #leadership #negotiation https://t.co/SEYnag60YX'"
329,"Fighting ‘fake news’: Lisa Macpherson, EMBA ’96, goes from @Hallmark to @Harvard to take on disinformation.    Her story: https://t.co/QzuOtSjQbb    #UBMgt #UBMBA #AlumniSuccess https://t.co/v2Su4XdJyc'"
330,'As the leader of a Health Care tech company in Ca. I can attest to this pov. #UBMgt #CCPA#UBuffalo#ProviderData https://t.co/rZyy2454aF'
331,"Do Not Sell: California's Consumer Privacy Act aims to give consumers more control over their personal information online, but it can be a headache for health care organizations.     New #UBMgt research shows why: https://t.co/tucc6GgYpd    #UBuffalo #CCPA"
332,Empower yourself through the presence of successful businesswomen. Register for #UBufalo Women Leading Business Virtual Event October 6 at Noon EST.    https://t.co/uiRv2Qgybn  #WomenLeadingBusiness #UBmgt #Buffalo https://t.co/xoWSopKV5D'
333,Empower yourself through the presence of successful businesswomen. Register for #UBufalo Women Leading Business Virtual Event October 6 at Noon EST.    https://t.co/R3HTIPJN9p  #WomenLeadingBusiness #UBmgt #Buffalo https://t.co/bS4YhmM4MC'
334,"You’re invited to the Professional MBA Virtual Student Panel Discussion! Network with fellow industry leaders who have a similar drive to further their education.  Wednesday, October 20  6:30 – 8:00 p.m. EST  Register today:  https://t.co/T9Vl71xeXc  #UBMgt #PMBA https://t.co/9Y3wXexh5X'"
335,Did you get your picture taken at our Welcome Day photo booth? Find your photos over on our Facebook page and share with your friends!     Link: https://t.co/p9Dx5I5ON6    #UBMgt #UBuffalo'
336,"In this short, five-minute video, Meghan Wood, director of recruitment and admissions, will share with you some tips for preparing for the GMAT and GRE, as well as how to write the most authentic personal statement essay.    https://t.co/nbOMP3xtzk    #UBMgt #admissions #gradschool https://t.co/sip2s6KMry'"
337,"In this short, five-minute video, Meghan Wood, director of recruitment and admissions, will share with you some tips for preparing for the GMAT and GRE, as well as how to write the most authentic personal statement essay.    https://t.co/R6BLXZwsIH    #UBMgt #admissions #gradschool https://t.co/vIxrIyCQIF'"
338,"During Hispanic Heritage Month, join us for a discussion with @MonicaRamirezOH.    Learn about her journey from a student leader to a civil rights attorney and activist and more.    When: Noon-1 p.m., Oct. 7    More info/register: https://t.co/dv3bQoYxSO    #UBMgt #UBuffalo https://t.co/4jaaxwQcEb'"
339,"I’m updating my CV, and as I scroll, I realize this is objective proof of what a great decision it was to choose UB. Shoutout to my advisor, Dr. Jim Lemoine, and the entire OHR department. Especially, Mrs. Cheryl!  @UBSchoolofMGT   #UBMgt #UBuffalo'"
340,'I’m thankful for the opportunity to share my research next month @HarvardHBS Rising Scholars Conference. #UBMgt https://t.co/HFgyMEZwLn'
341,"You’re invited! 💰💻 Join us Oct. 1 for a discussion on the challenges &amp; opportunities in #FinTech.     Panelists:  • Jason Bird, BA ’05, @MerrillLynch    • Gregg Fisher, BS ’92, @QuentCapital   • Ingmar Haffke, MBA ’11, @Visa      Register: https://t.co/CMQU1ndNFL     #UBuffalo #UBMgt https://t.co/DqT3w1esgm'"
342,Check out our recent blog post to learn more about Dr. Maynes: https://t.co/HDaOGa6aKt    #UBMgt #MBA #faculty https://t.co/bzEAiwRmh9'
343,"Attention student entrepreneurs: UB Startup Week is back! 💡🎒 From Sept. 19-24, you can participate in events at UB, in the community and virtually, all celebrating @UBuffalo's innovation and startup ecosystem.    For a complete schedule, visit https://t.co/tnA7gmBMyk. #UBMgt https://t.co/W2Xbl9Yohh"
344,Ready to transform yourself and your career? Take the lead by developing a robust and refined skill set that sets you up for professional leadership opportunities.     Learn more: https://t.co/hBtaFwQvwv  #UBMgt #mba #admissions #gradschool https://t.co/jzRN516TjS'
345,"Why pick the #UBuffalo PMBA program? Alexis Catalano shares how she’s taken advantage of the hybrid structure of the program, which allows for flexibility within her busy schedule as a working professional.     #UBMgt #PMBA #gradschool #VirtualLearning #workingprofessionals https://t.co/aK4W7PBYyH'"
346,On the rise! 🤘⬆️ The #UBMBA is up 12 spots in this year's @Bloomberg Businessweek ranking of the nation's best MBA programs.    https://t.co/hHOv6W1aH9     #UBMgt #UBuffalo  @UBMBAandMS
347,"""You see survey after survey of workers want to have the ability to have that flexibility. I think this is not a short-term phase. It’s going to be a long-term and enduring trend."" -Dean Paul Tesluk    #UBMgt #UBuffalo #HybridWork https://t.co/PIJEkMXjzT'"
348,"Applying to graduate school can be nerve-wracking. Meghan Wood, director of recruitment and admissions, will teach you how to properly engage with the school where you are applying.    Watch now: https://t.co/6EoFiTgIRY    #UBMgt #admissions #gradschool https://t.co/UIYFrJz70J'"
349,"Connect with fellow emerging leaders through our online event, celebrating women in all industries.  Wednesday, October 6  Noon – 1:30 p.m. EST  Register today:     https://t.co/iTAXPlYRCB     #WomenLeadingBusiness #UBuffalo #UBMgt https://t.co/72QKmXDAvG'"
350,"Connect with fellow emerging leaders through our online event, celebrating women in all industries.  Wednesday, October 6  Noon – 1:30 p.m. EST  Register today:     https://t.co/ckKMUPrms1     #WomenLeadingBusiness #UBuffalo #UBMgt https://t.co/kflBeFEG7R'"
